id,name,province,aqhi,observed,lon,lat,color
AQ_OBS-BADSZ-20250821010000,Summerside (Wellington),,1.28,2025-08-21T01:00:00Z,-64.0,46.45,#0099cb
AQ_OBS-FCIBD-20250821010000,Port Stanley,,1.73,2025-08-21T01:00:00Z,-81.2108334,42.6663888,#0099cb
AQ_OBS-IAFFF-20250821010000,Fort McKay,,1.72,2025-08-21T01:00:00Z,-111.599722222222,57.1811111111111,#0099cb
AQ_OBS-FDQBX-20250821010000,Toronto North,,1.63,2025-08-21T01:00:00Z,-79.41026,43.76205,#0099cb
AQ_OBS-JBBWA-20250821010000,Duncan,,2.21,2025-08-21T01:00:00Z,-123.7,48.783333,#016797
AQ_OBS-IACMW-20250821010000,Edson,,1.54,2025-08-21T01:00:00Z,-116.4327778,53.5836111,#0099cb
AQ_OBS-FDQBU-20250821010000,Toronto East,,1.71,2025-08-21T01:00:00Z,-79.2308334,43.7558333,#0099cb
AQ_OBS-IAFFI-20250821010000,Fort McMurray,,2.16,2025-08-21T01:00:00Z,-111.380277777778,56.7263888888889,#016797
AQ_OBS-JAZBU-20250821010000,Metro Vancouver - SE,,2.18,2025-08-21T01:00:00Z,-122.75,49.1166666666667,#016797
AQ_OBS-IACMP-20250821010000,Edmonton,,1.94,2025-08-21T01:00:00Z,-113.490277777778,53.5344444444444,#0099cb
